Таблица данных:
theta_rad    theta_deg    F(theta)    D(theta)    D(theta)_dB
1.890613e+00  108.324150  5.776438e-01  1.085719e+00  0.357174
1.892185e+00  108.414195  5.740635e-01  1.072302e+00  0.303172
1.893756e+00  108.504240  5.704762e-01  1.058942e+00  0.248723
1.895328e+00  108.594285  5.668818e-01  1.045640e+00  0.193823
1.896899e+00  108.684330  5.632806e-01  1.032397e+00  0.138468
1.898471e+00  108.774375  5.596726e-01  1.019214e+00  0.082654
1.900043e+00  108.864420  5.560581e-01  1.006092e+00  0.026375
1.901614e+00  108.954465  5.524370e-01  9.930309e-01  -0.030372
1.903186e+00  109.044510  5.488096e-01  9.800327e-01  -0.087594
1.904757e+00  109.134555  5.451759e-01  9.670981e-01  -0.145295
1.906329e+00  109.224600  5.415361e-01  9.542278e-01  -0.203479
1.907900e+00  109.314645  5.378903e-01  9.414228e-01  -0.262153
1.909472e+00  109.404690  5.342387e-01  9.286839e-01  -0.321321
1.911044e+00  109.494735  5.305813e-01  9.160120e-01  -0.380988
1.912615e+00  109.584780  5.269183e-01  9.034079e-01  -0.441161
1.914187e+00  109.674825  5.232499e-01  8.908725e-01  -0.501845
1.915758e+00  109.764870  5.195761e-01  8.784065e-01  -0.563045
1.917330e+00  109.854915  5.158970e-01  8.660108e-01  -0.624767
1.918902e+00  109.944960  5.122129e-01  8.536861e-01  -0.687018
1.920473e+00  110.035005  5.085237e-01  8.414333e-01  -0.749803
1.922045e+00  110.125050  5.048297e-01  8.292531e-01  -0.813129
1.923616e+00  110.215095  5.011310e-01  8.171463e-01  -0.877002
1.925188e+00  110.305140  4.974277e-01  8.051136e-01  -0.941428
1.926759e+00  110.395185  4.937199e-01  7.931558e-01  -1.006415
1.928331e+00  110.485230  4.900077e-01  7.812735e-01  -1.071969
1.929903e+00  110.575275  4.862913e-01  7.694675e-01  -1.138097
1.931474e+00  110.665320  4.825708e-01  7.577386e-01  -1.204806
1.933046e+00  110.755364  4.788463e-01  7.460873e-01  -1.272104
1.934617e+00  110.845409  4.751180e-01  7.345143e-01  -1.339997
1.936189e+00  110.935454  4.713860e-01  7.230204e-01  -1.408495
1.937761e+00  111.025499  4.676503e-01  7.116061e-01  -1.477603
1.939332e+00  111.115544  4.639111e-01  7.002721e-01  -1.547331
1.940904e+00  111.205589  4.601686e-01  6.890191e-01  -1.617687
1.942475e+00  111.295634  4.564229e-01  6.778476e-01  -1.688679
1.944047e+00  111.385679  4.526740e-01  6.667583e-01  -1.760316
1.945618e+00  111.475724  4.489222e-01  6.557517e-01  -1.832606
1.947190e+00  111.565769  4.451675e-01  6.448284e-01  -1.905559
1.948762e+00  111.655814  4.414100e-01  6.339889e-01  -1.979183
1.950333e+00  111.745859  4.376500e-01  6.232339e-01  -2.053489
1.951905e+00  111.835904  4.338874e-01  6.125639e-01  -2.128486
1.953476e+00  111.925949  4.301225e-01  6.019793e-01  -2.204184
1.955048e+00  112.015994  4.263553e-01  5.914808e-01  -2.280594
1.956619e+00  112.106039  4.225860e-01  5.810687e-01  -2.357725
1.958191e+00  112.196084  4.188147e-01  5.707436e-01  -2.435589
1.959763e+00  112.286129  4.150415e-01  5.605061e-01  -2.514197
1.961334e+00  112.376174  4.112666e-01  5.503564e-01  -2.593560
1.962906e+00  112.466219  4.074900e-01  5.402952e-01  -2.673689
1.964477e+00  112.556264  4.037118e-01  5.303227e-01  -2.754598
1.966049e+00  112.646309  3.999323e-01  5.204395e-01  -2.836297
1.967621e+00  112.736354  3.961515e-01  5.106460e-01  -2.918800
1.969192e+00  112.826399  3.923696e-01  5.009426e-01  -3.002120
1.970764e+00  112.916444  3.885866e-01  4.913296e-01  -3.086271
1.972335e+00  113.006489  3.848027e-01  4.818075e-01  -3.171265
1.973907e+00  113.096534  3.810180e-01  4.723765e-01  -3.257117
1.975478e+00  113.186579  3.772327e-01  4.630371e-01  -3.343842
1.977050e+00  113.276624  3.734467e-01  4.537896e-01  -3.431454
1.978622e+00  113.366668  3.696603e-01  4.446343e-01  -3.519970
1.980193e+00  113.456713  3.658737e-01  4.355716e-01  -3.609405
1.981765e+00  113.546758  3.620868e-01  4.266017e-01  -3.699774
1.983336e+00  113.636803  3.582998e-01  4.177249e-01  -3.791097
1.984908e+00  113.726848  3.545128e-01  4.089415e-01  -3.883388
1.986480e+00  113.816893  3.507260e-01  4.002518e-01  -3.976667
1.988051e+00  113.906938  3.469395e-01  3.916560e-01  -4.070952
1.989623e+00  113.996983  3.431534e-01  3.831544e-01  -4.166262
1.991194e+00  114.087028  3.393677e-01  3.747471e-01  -4.262617
1.992766e+00  114.177073  3.355827e-01  3.664345e-01  -4.360036
1.994337e+00  114.267118  3.317984e-01  3.582167e-01  -4.458542
1.995909e+00  114.357163  3.280150e-01  3.500939e-01  -4.558154
1.997481e+00  114.447208  3.242325e-01  3.420663e-01  -4.658897
1.999052e+00  114.537253  3.204511e-01  3.341340e-01  -4.760793
2.000624e+00  114.627298  3.166709e-01  3.262973e-01  -4.863865
2.002195e+00  114.717343  3.128920e-01  3.185562e-01  -4.968139
2.003767e+00  114.807388  3.091145e-01  3.109109e-01  -5.073641
2.005339e+00  114.897433  3.053385e-01  3.033615e-01  -5.180395
2.006910e+00  114.987478  3.015642e-01  2.959081e-01  -5.288431
2.008482e+00  115.077523  2.977917e-01  2.885509e-01  -5.397776
2.010053e+00  115.167568  2.940210e-01  2.812898e-01  -5.508460
2.011625e+00  115.257613  2.902523e-01  2.741250e-01  -5.620514
2.013196e+00  115.347658  2.864857e-01  2.670565e-01  -5.733968
2.014768e+00  115.437703  2.827213e-01  2.600845e-01  -5.848856
2.016340e+00  115.527748  2.789593e-01  2.532088e-01  -5.965212
2.017911e+00  115.617793  2.751996e-01  2.464296e-01  -6.083071
2.019483e+00  115.707838  2.714425e-01  2.397469e-01  -6.202470
2.021054e+00  115.797883  2.676880e-01  2.331606e-01  -6.323448
2.022626e+00  115.887927  2.639363e-01  2.266708e-01  -6.446043
2.024197e+00  115.977972  2.601875e-01  2.202775e-01  -6.570299
2.025769e+00  116.068017  2.564416e-01  2.139806e-01  -6.696256
2.027341e+00  116.158062  2.526989e-01  2.077800e-01  -6.823962
2.028912e+00  116.248107  2.489593e-01  2.016758e-01  -6.953462
2.030484e+00  116.338152  2.452230e-01  1.956679e-01  -7.084805
2.032055e+00  116.428197  2.414901e-01  1.897561e-01  -7.218042
2.033627e+00  116.518242  2.377607e-01  1.839405e-01  -7.353227
2.035199e+00  116.608287  2.340349e-01  1.782208e-01  -7.490415
2.036770e+00  116.698332  2.303128e-01  1.725971e-01  -7.629664
2.038342e+00  116.788377  2.265946e-01  1.670692e-01  -7.771036
2.039913e+00  116.878422  2.228803e-01  1.616370e-01  -7.914594
2.041485e+00  116.968467  2.191700e-01  1.563002e-01  -8.060404
2.043056e+00  117.058512  2.154639e-01  1.510589e-01  -8.208537
2.044628e+00  117.148557  2.117620e-01  1.459128e-01  -8.359067
2.046200e+00  117.238602  2.080645e-01  1.408617e-01  -8.512070
2.047771e+00  117.328647  2.043713e-01  1.359056e-01  -8.667627
2.049343e+00  117.418692  2.006828e-01  1.310441e-01  -8.825825
2.050914e+00  117.508737  1.969989e-01  1.262771e-01  -8.986753
2.052486e+00  117.598782  1.933197e-01  1.216044e-01  -9.150505
2.054058e+00  117.688827  1.896454e-01  1.170258e-01  -9.317182
2.055629e+00  117.778872  1.859760e-01  1.125411e-01  -9.486889
2.057201e+00  117.868917  1.823117e-01  1.081499e-01  -9.659738
2.058772e+00  117.958962  1.786525e-01  1.038521e-01  -9.835846
2.060344e+00  118.049007  1.749986e-01  9.964745e-02  -10.015338
2.061915e+00  118.139052  1.713500e-01  9.553560e-02  -10.198347
2.063487e+00  118.229097  1.677068e-01  9.151633e-02  -10.385014
2.065059e+00  118.319142  1.640692e-01  8.758934e-02  -10.575487
2.066630e+00  118.409187  1.604372e-01  8.375434e-02  -10.769927
2.068202e+00  118.499231  1.568109e-01  8.001104e-02  -10.968501
2.069773e+00  118.589276  1.531905e-01  7.635911e-02  -11.171391
2.071345e+00  118.679321  1.495760e-01  7.279824e-02  -11.378791
2.072916e+00  118.769366  1.459675e-01  6.932811e-02  -11.590907
2.074488e+00  118.859411  1.423651e-01  6.594837e-02  -11.807959
2.076060e+00  118.949456  1.387689e-01  6.265868e-02  -12.030188
2.077631e+00  119.039501  1.351789e-01  5.945869e-02  -12.257847
2.079203e+00  119.129546  1.315954e-01  5.634803e-02  -12.491213
2.080774e+00  119.219591  1.280184e-01  5.332634e-02  -12.730582
2.082346e+00  119.309636  1.244479e-01  5.039323e-02  -12.976278
2.083918e+00  119.399681  1.208840e-01  4.754832e-02  -13.228648
2.085489e+00  119.489726  1.173270e-01  4.479122e-02  -13.488071
2.087061e+00  119.579771  1.137767e-01  4.212152e-02  -13.754960
2.088632e+00  119.669816  1.102334e-01  3.953881e-02  -14.029764
2.090204e+00  119.759861  1.066971e-01  3.704268e-02  -14.312976
2.091775e+00  119.849906  1.031679e-01  3.463269e-02  -14.605137
2.093347e+00  119.939951  9.964587e-02  3.230843e-02  -14.906842
2.094919e+00  120.029996  9.613113e-02  3.006944e-02  -15.218747
2.096490e+00  120.120041  9.262375e-02  2.791528e-02  -15.541580
2.098062e+00  120.210086  8.912382e-02  2.584549e-02  -15.876152
2.099633e+00  120.300131  8.563142e-02  2.385962e-02  -16.223364
2.101205e+00  120.390176  8.214664e-02  2.195720e-02  -16.584231
2.102777e+00  120.480221  7.866957e-02  2.013774e-02  -16.959892
2.104348e+00  120.570266  7.520027e-02  1.840077e-02  -17.351639
2.105920e+00  120.660311  7.173885e-02  1.674581e-02  -17.760939
2.107491e+00  120.750356  6.828537e-02  1.517234e-02  -18.189474
2.109063e+00  120.840401  6.483993e-02  1.367988e-02  -18.639177
2.110634e+00  120.930446  6.140260e-02  1.226792e-02  -19.112292
2.112206e+00  121.020491  5.797346e-02  1.093593e-02  -19.611443
2.113778e+00  121.110535  5.455260e-02  9.683407e-03  -20.139718
2.115349e+00  121.200580  5.114009e-02  8.509817e-03  -20.700798
2.116921e+00  121.290625  4.773601e-02  7.414631e-03  -21.299105
2.118492e+00  121.380670  4.434044e-02  6.397309e-03  -21.940027
2.120064e+00  121.470715  4.095346e-02  5.457309e-03  -22.630215
2.121636e+00  121.560760  3.757515e-02  4.594081e-03  -23.378013
2.123207e+00  121.650805  3.420558e-02  3.807072e-03  -24.194089
2.124779e+00  121.740850  3.084482e-02  3.095721e-03  -25.092383
2.126350e+00  121.830895  2.749296e-02  2.459462e-03  -26.091598
2.127922e+00  121.920940  2.415006e-02  1.897727e-03  -27.217662
2.129493e+00  122.010985  2.081621e-02  1.409940e-03  -28.507994
2.131065e+00  122.101030  1.749147e-02  9.955201e-04  -30.019500
2.132637e+00  122.191075  1.417593e-02  6.538830e-04  -31.844999
2.134208e+00  122.281120  1.086964e-02  3.844390e-04  -34.151726
2.135780e+00  122.371165  7.572684e-03  1.865937e-04  -37.291031
2.137351e+00  122.461210  4.285135e-03  5.974839e-05  -42.236738
2.138923e+00  122.551255  1.007060e-03  3.299956e-06  -54.814919
2.140494e+00  122.641300  2.261469e-03  1.664097e-05  -47.788214
2.142066e+00  122.731345  5.520384e-03  9.915983e-05  -40.036642
2.143638e+00  122.821390  8.769615e-03  2.502409e-04  -36.016417
2.145209e+00  122.911435  1.200909e-02  4.692645e-04  -33.285823
2.146781e+00  123.001480  1.523875e-02  7.556073e-04  -31.217039
2.148352e+00  123.091525  1.845853e-02  1.108642e-03  -29.552087
2.149924e+00  123.181570  2.166835e-02  1.527738e-03  -28.159512
2.151496e+00  123.271615  2.486815e-02  2.012260e-03  -26.963159
2.153067e+00  123.361660  2.805786e-02  2.561571e-03  -25.914936
2.154639e+00  123.451705  3.123743e-02  3.175030e-03  -24.982522
2.156210e+00  123.541750  3.440678e-02  3.851992e-03  -24.143146
2.157782e+00  123.631794  3.756586e-02  4.591810e-03  -23.380161
2.159353e+00  123.721839  4.071460e-02  5.393833e-03  -22.681025
2.160925e+00  123.811884  4.385293e-02  6.257409e-03  -22.036055
2.162497e+00  123.901929  4.698080e-02  7.181880e-03  -21.437619
2.164068e+00  123.991974  5.009815e-02  8.166588e-03  -20.879594
2.165640e+00  124.082019  5.320491e-02  9.210871e-03  -20.356993
2.167211e+00  124.172064  5.630103e-02  1.031407e-02  -19.865701
2.168783e+00  124.262109  5.938644e-02  1.147550e-02  -19.402282
2.170355e+00  124.352154  6.246109e-02  1.269452e-02  -18.963837
2.171926e+00  124.442199  6.552491e-02  1.397044e-02  -18.547898
2.173498e+00  124.532244  6.857786e-02  1.530260e-02  -18.152349
2.175069e+00  124.622289  7.161987e-02  1.669031e-02  -17.775357
2.176641e+00  124.712334  7.465089e-02  1.813290e-02  -17.415327
2.178212e+00  124.802379  7.767087e-02  1.962969e-02  -17.070865
2.179784e+00  124.892424  8.067974e-02  2.118001e-02  -16.740738
2.181356e+00  124.982469  8.367745e-02  2.278317e-02  -16.423859
2.182927e+00  125.072514  8.666395e-02  2.443848e-02  -16.119258
2.184499e+00  125.162559  8.963919e-02  2.614527e-02  -15.826069
2.186070e+00  125.252604  9.260311e-02  2.790284e-02  -15.543516
2.187642e+00  125.342649  9.555566e-02  2.971051e-02  -15.270899
2.189213e+00  125.432694  9.849679e-02  3.156759e-02  -15.007586
2.190785e+00  125.522739  1.014265e-01  3.347339e-02  -14.753003
2.192357e+00  125.612784  1.043446e-01  3.542723e-02  -14.506629
2.193928e+00  125.702829  1.072512e-01  3.742840e-02  -14.267987
2.195500e+00  125.792874  1.101461e-01  3.947622e-02  -14.036644
2.197071e+00  125.882919  1.130294e-01  4.157000e-02  -13.812200
2.198643e+00  125.972964  1.159010e-01  4.370904e-02  -13.594287
2.200215e+00  126.063009  1.187607e-01  4.589265e-02  -13.382569
2.201786e+00  126.153054  1.216087e-01  4.812013e-02  -13.176732
2.203358e+00  126.243098  1.244449e-01  5.039080e-02  -12.976487
2.204929e+00  126.333143  1.272691e-01  5.270396e-02  -12.781568
2.206501e+00  126.423188  1.300814e-01  5.505891e-02  -12.591724
2.208072e+00  126.513233  1.328817e-01  5.745496e-02  -12.406725
2.209644e+00  126.603278  1.356699e-01  5.989141e-02  -12.226354
2.211216e+00  126.693323  1.384461e-01  6.236758e-02  -12.050411
2.212787e+00  126.783368  1.412102e-01  6.488276e-02  -11.878707
2.214359e+00  126.873413  1.439621e-01  6.743627e-02  -11.711064
2.215930e+00  126.963458  1.467018e-01  7.002742e-02  -11.547319
2.217502e+00  127.053503  1.494292e-01  7.265550e-02  -11.387315
2.219074e+00  127.143548  1.521444e-01  7.531983e-02  -11.230907
2.220645e+00  127.233593  1.548473e-01  7.801972e-02  -11.077956
2.222217e+00  127.323638  1.575378e-01  8.075447e-02  -10.928334
2.223788e+00  127.413683  1.602158e-01  8.352341e-02  -10.781918
2.225360e+00  127.503728  1.628815e-01  8.632583e-02  -10.638592
2.226931e+00  127.593773  1.655347e-01  8.916106e-02  -10.498248
2.228503e+00  127.683818  1.681753e-01  9.202840e-02  -10.360781
2.230075e+00  127.773863  1.708035e-01  9.492717e-02  -10.226094
2.231646e+00  127.863908  1.734190e-01  9.785670e-02  -10.094094
2.233218e+00  127.953953  1.760219e-01  1.008163e-01  -9.964693
2.234789e+00  128.043998  1.786122e-01  1.038053e-01  -9.837806
2.236361e+00  128.134043  1.811898e-01  1.068229e-01  -9.713355
2.237933e+00  128.224088  1.837546e-01  1.098686e-01  -9.591262
2.239504e+00  128.314133  1.863067e-01  1.129417e-01  -9.471457
2.241076e+00  128.404178  1.888461e-01  1.160414e-01  -9.353869
2.242647e+00  128.494223  1.913726e-01  1.191672e-01  -9.238434
2.244219e+00  128.584268  1.938862e-01  1.223182e-01  -9.125088
2.245790e+00  128.674313  1.963870e-01  1.254940e-01  -9.013771
2.247362e+00  128.764358  1.988749e-01  1.286937e-01  -8.904427
2.248934e+00  128.854402  2.013499e-01  1.319168e-01  -8.796999
2.250505e+00  128.944447  2.038119e-01  1.351625e-01  -8.691437
2.252077e+00  129.034492  2.062609e-01  1.384303e-01  -8.587689
2.253648e+00  129.124537  2.086969e-01  1.417194e-01  -8.485708
2.255220e+00  129.214582  2.111198e-01  1.450292e-01  -8.385446
2.256791e+00  129.304627  2.135297e-01  1.483590e-01  -8.286861
2.258363e+00  129.394672  2.159265e-01  1.517082e-01  -8.189908
2.259935e+00  129.484717  2.183102e-01  1.550762e-01  -8.094548
2.261506e+00  129.574762  2.206807e-01  1.584623e-01  -8.000741
2.263078e+00  129.664807  2.230380e-01  1.618658e-01  -7.908448
2.264649e+00  129.754852  2.253822e-01  1.652862e-01  -7.817635
2.266221e+00  129.844897  2.277132e-01  1.687227e-01  -7.728265
2.267793e+00  129.934942  2.300309e-01  1.721748e-01  -7.640305
2.269364e+00  130.024987  2.323353e-01  1.756417e-01  -7.553723
2.270936e+00  130.115032  2.346265e-01  1.791230e-01  -7.468487
2.272507e+00  130.205077  2.369044e-01  1.826179e-01  -7.384566
2.274079e+00  130.295122  2.391689e-01  1.861259e-01  -7.301933
2.275650e+00  130.385167  2.414201e-01  1.896462e-01  -7.220558
2.277222e+00  130.475212  2.436580e-01  1.931784e-01  -7.140415
2.278794e+00  130.565257  2.458824e-01  1.967217e-01  -7.061477
2.280365e+00  130.655302  2.480935e-01  2.002756e-01  -6.983719
2.281937e+00  130.745347  2.502912e-01  2.038395e-01  -6.907116
2.283508e+00  130.835392  2.524754e-01  2.074128e-01  -6.831645
2.285080e+00  130.925437  2.546462e-01  2.109948e-01  -6.757282
2.286652e+00  131.015482  2.568036e-01  2.145850e-01  -6.684006
2.288223e+00  131.105527  2.589474e-01  2.181828e-01  -6.611796
2.289795e+00  131.195572  2.610778e-01  2.217875e-01  -6.540629
2.291366e+00  131.285617  2.631946e-01  2.253987e-01  -6.470486
2.292938e+00  131.375662  2.652980e-01  2.290157e-01  -6.401348
2.294509e+00  131.465706  2.673878e-01  2.326379e-01  -6.333196
2.296081e+00  131.555751  2.694641e-01  2.362648e-01  -6.266010
2.297653e+00  131.645796  2.715268e-01  2.398958e-01  -6.199774
2.299224e+00  131.735841  2.735759e-01  2.435303e-01  -6.134470
2.300796e+00  131.825886  2.756115e-01  2.471678e-01  -6.070082
2.302367e+00  131.915931  2.776334e-01  2.508077e-01  -6.006592
2.303939e+00  132.005976  2.796418e-01  2.544494e-01  -5.943985
2.305510e+00  132.096021  2.816366e-01  2.580925e-01  -5.882246
2.307082e+00  132.186066  2.836177e-01  2.617363e-01  -5.821360
2.308654e+00  132.276111  2.855852e-01  2.653803e-01  -5.761313
2.310225e+00  132.366156  2.875391e-01  2.690241e-01  -5.702089
2.311797e+00  132.456201  2.894793e-01  2.726669e-01  -5.643676
2.313368e+00  132.546246  2.914059e-01  2.763084e-01  -5.586060
2.314940e+00  132.636291  2.933189e-01  2.799479e-01  -5.529227
2.316512e+00  132.726336  2.952181e-01  2.835850e-01  -5.473167
2.318083e+00  132.816381  2.971037e-01  2.872192e-01  -5.417865
2.319655e+00  132.906426  2.989757e-01  2.908499e-01  -5.363311
2.321226e+00  132.996471  3.008339e-01  2.944766e-01  -5.309492
2.322798e+00  133.086516  3.026785e-01  2.980989e-01  -5.256397
2.324369e+00  133.176561  3.045094e-01  3.017161e-01  -5.204014
2.325941e+00  133.266606  3.063266e-01  3.053279e-01  -5.152335
2.327513e+00  133.356651  3.081301e-01  3.089338e-01  -5.101346
2.329084e+00  133.446696  3.099199e-01  3.125331e-01  -5.051039
2.330656e+00  133.536741  3.116960e-01  3.161256e-01  -5.001404
2.332227e+00  133.626786  3.134584e-01  3.197106e-01  -4.952429
2.333799e+00  133.716831  3.152071e-01  3.232878e-01  -4.904107
2.335371e+00  133.806876  3.169421e-01  3.268565e-01  -4.856428
2.336942e+00  133.896921  3.186634e-01  3.304165e-01  -4.809382
2.338514e+00  133.986965  3.203711e-01  3.339672e-01  -4.762962
2.340085e+00  134.077010  3.220650e-01  3.375082e-01  -4.717157
2.341657e+00  134.167055  3.237452e-01  3.410390e-01  -4.671960
2.343228e+00  134.257100  3.254118e-01  3.445591e-01  -4.627362
2.344800e+00  134.347145  3.270646e-01  3.480682e-01  -4.583356
2.346372e+00  134.437190  3.287038e-01  3.515658e-01  -4.539934
2.347943e+00  134.527235  3.303292e-01  3.550515e-01  -4.497087
2.349515e+00  134.617280  3.319410e-01  3.585248e-01  -4.454808
2.351086e+00  134.707325  3.335392e-01  3.619853e-01  -4.413091
2.352658e+00  134.797370  3.351236e-01  3.654326e-01  -4.371927
2.354230e+00  134.887415  3.366944e-01  3.688663e-01  -4.331310
2.355801e+00  134.977460  3.382515e-01  3.722860e-01  -4.291233
2.357373e+00  135.067505  3.397949e-01  3.756912e-01  -4.251689
2.358944e+00  135.157550  3.413247e-01  3.790817e-01  -4.212672
2.360516e+00  135.247595  3.428409e-01  3.824569e-01  -4.174175
2.362087e+00  135.337640  3.443434e-01  3.858165e-01  -4.136192
2.363659e+00  135.427685  3.458323e-01  3.891602e-01  -4.098716
2.365231e+00  135.517730  3.473076e-01  3.924875e-01  -4.061742
2.366802e+00  135.607775  3.487692e-01  3.957980e-01  -4.025264
2.368374e+00  135.697820  3.502173e-01  3.990915e-01  -3.989276
2.369945e+00  135.787865  3.516518e-01  4.023674e-01  -3.953772
2.371517e+00  135.877910  3.530726e-01  4.056256e-01  -3.918746
2.373088e+00  135.967955  3.544799e-01  4.088656e-01  -3.884195
2.374660e+00  136.058000  3.558736e-01  4.120870e-01  -3.850111
2.376232e+00  136.148045  3.572538e-01  4.152896e-01  -3.816490
2.377803e+00  136.238090  3.586205e-01  4.184729e-01  -3.783326
2.379375e+00  136.328135  3.599735e-01  4.216367e-01  -3.750616
2.380946e+00  136.418180  3.613131e-01  4.247806e-01  -3.718353
2.382518e+00  136.508225  3.626392e-01  4.279044e-01  -3.686533
2.384090e+00  136.598269  3.639518e-01  4.310076e-01  -3.655151
2.385661e+00  136.688314  3.652508e-01  4.340899e-01  -3.624203
2.387233e+00  136.778359  3.665365e-01  4.371511e-01  -3.593684
2.388804e+00  136.868404  3.678086e-01  4.401909e-01  -3.563590
2.390376e+00  136.958449  3.690673e-01  4.432089e-01  -3.533915
2.391947e+00  137.048494  3.703126e-01  4.462048e-01  -3.504657
2.393519e+00  137.138539  3.715445e-01  4.491784e-01  -3.475811
2.395091e+00  137.228584  3.727630e-01  4.521294e-01  -3.447372
2.396662e+00  137.318629  3.739681e-01  4.550575e-01  -3.419337
2.398234e+00  137.408674  3.751598e-01  4.579624e-01  -3.391702
2.399805e+00  137.498719  3.763382e-01  4.608438e-01  -3.364462
2.401377e+00  137.588764  3.775032e-01  4.637015e-01  -3.337615
2.402949e+00  137.678809  3.786549e-01  4.665353e-01  -3.311155
2.404520e+00  137.768854  3.797934e-01  4.693448e-01  -3.285080
2.406092e+00  137.858899  3.809185e-01  4.721298e-01  -3.259386
2.407663e+00  137.948944  3.820304e-01  4.748900e-01  -3.234070
2.409235e+00  138.038989  3.831290e-01  4.776253e-01  -3.209127
2.410806e+00  138.129034  3.842144e-01  4.803353e-01  -3.184555
2.412378e+00  138.219079  3.852866e-01  4.830199e-01  -3.160349
2.413950e+00  138.309124  3.863456e-01  4.856789e-01  -3.136508
2.415521e+00  138.399169  3.873914e-01  4.883119e-01  -3.113027
2.417093e+00  138.489214  3.884241e-01  4.909188e-01  -3.089904
2.418664e+00  138.579259  3.894437e-01  4.934993e-01  -3.067134
2.420236e+00  138.669304  3.904501e-01  4.960533e-01  -3.044716
2.421808e+00  138.759349  3.914435e-01  4.985806e-01  -3.022646
2.423379e+00  138.849394  3.924238e-01  5.010809e-01  -3.000921
2.424951e+00  138.939439  3.933910e-01  5.035541e-01  -2.979539
2.426522e+00  139.029484  3.943452e-01  5.059999e-01  -2.958496
2.428094e+00  139.119529  3.952864e-01  5.084182e-01  -2.937789
2.429665e+00  139.209573  3.962147e-01  5.108088e-01  -2.917416
2.431237e+00  139.299618  3.971299e-01  5.131715e-01  -2.897375
2.432809e+00  139.389663  3.980323e-01  5.155061e-01  -2.877662
2.434380e+00  139.479708  3.989217e-01  5.178126e-01  -2.858274
2.435952e+00  139.569753  3.997982e-01  5.200906e-01  -2.839210
2.437523e+00  139.659798  4.006619e-01  5.223401e-01  -2.820466
2.439095e+00  139.749843  4.015128e-01  5.245610e-01  -2.802040
2.440666e+00  139.839888  4.023508e-01  5.267529e-01  -2.783930
2.442238e+00  139.929933  4.031760e-01  5.289159e-01  -2.766134
2.443810e+00  140.019978  4.039885e-01  5.310497e-01  -2.748648
2.445381e+00  140.110023  4.047882e-01  5.331543e-01  -2.731471
2.446953e+00  140.200068  4.055752e-01  5.352295e-01  -2.714600
2.448524e+00  140.290113  4.063495e-01  5.372751e-01  -2.698033
2.450096e+00  140.380158  4.071111e-01  5.392911e-01  -2.681768
2.451668e+00  140.470203  4.078602e-01  5.412773e-01  -2.665802
2.453239e+00  140.560248  4.085965e-01  5.432336e-01  -2.650134
2.454811e+00  140.650293  4.093204e-01  5.451599e-01  -2.634761
2.456382e+00  140.740338  4.100316e-01  5.470562e-01  -2.619681
2.457954e+00  140.830383  4.107303e-01  5.489222e-01  -2.604892
2.459525e+00  140.920428  4.114165e-01  5.507579e-01  -2.590392
2.461097e+00  141.010473  4.120903e-01  5.525632e-01  -2.576180
2.462669e+00  141.100518  4.127516e-01  5.543381e-01  -2.562253
2.464240e+00  141.190563  4.134004e-01  5.560824e-01  -2.548609
2.465812e+00  141.280608  4.140369e-01  5.577960e-01  -2.535246
2.467383e+00  141.370653  4.146610e-01  5.594789e-01  -2.522163
2.468955e+00  141.460698  4.152728e-01  5.611310e-01  -2.509358
2.470527e+00  141.550743  4.158723e-01  5.627522e-01  -2.496828
2.472098e+00  141.640788  4.164595e-01  5.643425e-01  -2.484573
2.473670e+00  141.730832  4.170344e-01  5.659018e-01  -2.472590
2.475241e+00  141.820877  4.175971e-01  5.674300e-01  -2.460877
2.476813e+00  141.910922  4.181477e-01  5.689271e-01  -2.449434
2.478384e+00  142.000967  4.186861e-01  5.703931e-01  -2.438257
2.479956e+00  142.091012  4.192123e-01  5.718279e-01  -2.427347
2.481528e+00  142.181057  4.197265e-01  5.732314e-01  -2.416700
2.483099e+00  142.271102  4.202286e-01  5.746037e-01  -2.406316
2.484671e+00  142.361147  4.207186e-01  5.759447e-01  -2.396192
2.486242e+00  142.451192  4.211967e-01  5.772543e-01  -2.386328
2.487814e+00  142.541237  4.216628e-01  5.785325e-01  -2.376722
2.489385e+00  142.631282  4.221169e-01  5.797794e-01  -2.367372
2.490957e+00  142.721327  4.225591e-01  5.809948e-01  -2.358277
2.492529e+00  142.811372  4.229895e-01  5.821788e-01  -2.349436
2.494100e+00  142.901417  4.234080e-01  5.833314e-01  -2.340846
2.495672e+00  142.991462  4.238147e-01  5.844526e-01  -2.332507
2.497243e+00  143.081507  4.242096e-01  5.855423e-01  -2.324418
2.498815e+00  143.171552  4.245928e-01  5.866005e-01  -2.316576
2.500387e+00  143.261597  4.249642e-01  5.876273e-01  -2.308980
2.501958e+00  143.351642  4.253240e-01  5.886227e-01  -2.301630
2.503530e+00  143.441687  4.256721e-01  5.895866e-01  -2.294524
2.505101e+00  143.531732  4.260086e-01  5.905191e-01  -2.287660
2.506673e+00  143.621777  4.263335e-01  5.914202e-01  -2.281038
2.508244e+00  143.711822  4.266469e-01  5.922900e-01  -2.274656
2.509816e+00  143.801867  4.269487e-01  5.931283e-01  -2.268513
2.511388e+00  143.891912  4.272391e-01  5.939354e-01  -2.262608
2.512959e+00  143.981957  4.275180e-01  5.947111e-01  -2.256940
2.514531e+00  144.072002  4.277855e-01  5.954556e-01  -2.251506
2.516102e+00  144.162047  4.280416e-01  5.961688e-01  -2.246308
