Таблица данных:
theta_rad    theta_deg    F(theta)    D(theta)    D(theta)_dB
1.246265e+00  71.405715  5.668818e-01  1.045640e+00  0.193823
1.247836e+00  71.495760  5.704762e-01  1.058942e+00  0.248723
1.249408e+00  71.585805  5.740635e-01  1.072302e+00  0.303172
1.250980e+00  71.675850  5.776438e-01  1.085719e+00  0.357174
1.252551e+00  71.765895  5.812168e-01  1.099192e+00  0.410735
1.254123e+00  71.855940  5.847824e-01  1.112720e+00  0.463858
1.255694e+00  71.945984  5.883405e-01  1.126302e+00  0.516548
1.257266e+00  72.036029  5.918910e-01  1.139937e+00  0.568807
1.258837e+00  72.126074  5.954338e-01  1.153624e+00  0.620642
1.260409e+00  72.216119  5.989686e-01  1.167362e+00  0.672054
1.261981e+00  72.306164  6.024955e-01  1.181150e+00  0.723049
1.263552e+00  72.396209  6.060143e-01  1.194986e+00  0.773630
1.265124e+00  72.486254  6.095248e-01  1.208871e+00  0.823800
1.266695e+00  72.576299  6.130269e-01  1.222803e+00  0.873563
1.268267e+00  72.666344  6.165205e-01  1.236780e+00  0.922923
1.269839e+00  72.756389  6.200055e-01  1.250801e+00  0.971884
1.271410e+00  72.846434  6.234818e-01  1.264867e+00  1.020448
1.272982e+00  72.936479  6.269491e-01  1.278974e+00  1.068619
1.274553e+00  73.026524  6.304075e-01  1.293124e+00  1.116400
1.276125e+00  73.116569  6.338568e-01  1.307313e+00  1.163795
1.277696e+00  73.206614  6.372967e-01  1.321541e+00  1.210807
1.279268e+00  73.296659  6.407274e-01  1.335807e+00  1.257438
1.280840e+00  73.386704  6.441485e-01  1.350110e+00  1.303692
1.282411e+00  73.476749  6.475600e-01  1.364449e+00  1.349573
1.283983e+00  73.566794  6.509617e-01  1.378822e+00  1.395082
1.285554e+00  73.656839  6.543536e-01  1.393228e+00  1.440223
1.287126e+00  73.746884  6.577355e-01  1.407667e+00  1.484998
1.288698e+00  73.836929  6.611073e-01  1.422136e+00  1.529411
1.290269e+00  73.926974  6.644688e-01  1.436635e+00  1.573464
1.291841e+00  74.017019  6.678200e-01  1.451163e+00  1.617161
1.293412e+00  74.107064  6.711606e-01  1.465717e+00  1.660502
1.294984e+00  74.197109  6.744907e-01  1.480298e+00  1.703492
1.296555e+00  74.287154  6.778101e-01  1.494904e+00  1.746133
1.298127e+00  74.377199  6.811185e-01  1.509533e+00  1.788427
1.299699e+00  74.467244  6.844161e-01  1.524185e+00  1.830376
1.301270e+00  74.557288  6.877025e-01  1.538858e+00  1.871984
1.302842e+00  74.647333  6.909777e-01  1.553550e+00  1.913253
1.304413e+00  74.737378  6.942415e-01  1.568261e+00  1.954184
1.305985e+00  74.827423  6.974939e-01  1.582990e+00  1.994781
1.307556e+00  74.917468  7.007347e-01  1.597734e+00  2.035045
1.309128e+00  75.007513  7.039638e-01  1.612493e+00  2.074980
1.310700e+00  75.097558  7.071811e-01  1.627266e+00  2.114586
1.312271e+00  75.187603  7.103865e-01  1.642051e+00  2.153866
1.313843e+00  75.277648  7.135798e-01  1.656847e+00  2.192823
1.315414e+00  75.367693  7.167609e-01  1.671652e+00  2.231459
1.316986e+00  75.457738  7.199297e-01  1.686465e+00  2.269774
1.318558e+00  75.547783  7.230861e-01  1.701286e+00  2.307773
1.320129e+00  75.637828  7.262299e-01  1.716112e+00  2.345456
1.321701e+00  75.727873  7.293611e-01  1.730942e+00  2.382825
1.323272e+00  75.817918  7.324796e-01  1.745775e+00  2.419883
1.324844e+00  75.907963  7.355851e-01  1.760610e+00  2.456631
1.326415e+00  75.998008  7.386776e-01  1.775445e+00  2.493072
1.327987e+00  76.088053  7.417570e-01  1.790279e+00  2.529206
1.329559e+00  76.178098  7.448232e-01  1.805110e+00  2.565037
1.331130e+00  76.268143  7.478760e-01  1.819938e+00  2.600565
1.332702e+00  76.358188  7.509154e-01  1.834760e+00  2.635792
1.334273e+00  76.448233  7.539411e-01  1.849576e+00  2.670721
1.335845e+00  76.538278  7.569532e-01  1.864384e+00  2.705353
1.337417e+00  76.628323  7.599514e-01  1.879182e+00  2.739689
1.338988e+00  76.718368  7.629357e-01  1.893970e+00  2.773732
1.340560e+00  76.808413  7.659060e-01  1.908746e+00  2.807482
1.342131e+00  76.898458  7.688621e-01  1.923509e+00  2.840942
1.343703e+00  76.988503  7.718039e-01  1.938256e+00  2.874112
1.345274e+00  77.078547  7.747314e-01  1.952988e+00  2.906996
1.346846e+00  77.168592  7.776443e-01  1.967702e+00  2.939593
1.348418e+00  77.258637  7.805427e-01  1.982397e+00  2.971906
1.349989e+00  77.348682  7.834263e-01  1.997071e+00  3.003936
1.351561e+00  77.438727  7.862951e-01  2.011724e+00  3.035684
1.353132e+00  77.528772  7.891490e-01  2.026354e+00  3.067153
1.354704e+00  77.618817  7.919878e-01  2.040959e+00  3.098343
1.356276e+00  77.708862  7.948115e-01  2.055538e+00  3.129255
1.357847e+00  77.798907  7.976199e-01  2.070090e+00  3.159892
1.359419e+00  77.888952  8.004129e-01  2.084613e+00  3.190254
1.360990e+00  77.978997  8.031905e-01  2.099106e+00  3.220343
1.362562e+00  78.069042  8.059524e-01  2.113567e+00  3.250161
1.364133e+00  78.159087  8.086987e-01  2.127995e+00  3.279707
1.365705e+00  78.249132  8.114291e-01  2.142389e+00  3.308984
1.367277e+00  78.339177  8.141436e-01  2.156748e+00  3.337993
1.368848e+00  78.429222  8.168422e-01  2.171069e+00  3.366736
1.370420e+00  78.519267  8.195246e-01  2.185351e+00  3.395212
1.371991e+00  78.609312  8.221908e-01  2.199594e+00  3.423424
1.373563e+00  78.699357  8.248406e-01  2.213795e+00  3.451373
1.375134e+00  78.789402  8.274740e-01  2.227953e+00  3.479060
1.376706e+00  78.879447  8.300909e-01  2.242067e+00  3.506486
1.378278e+00  78.969492  8.326912e-01  2.256135e+00  3.533652
1.379849e+00  79.059537  8.352747e-01  2.270157e+00  3.560559
1.381421e+00  79.149582  8.378413e-01  2.284130e+00  3.587208
1.382992e+00  79.239627  8.403911e-01  2.298053e+00  3.613601
1.384564e+00  79.329672  8.429238e-01  2.311926e+00  3.639738
1.386136e+00  79.419717  8.454393e-01  2.325745e+00  3.665621
1.387707e+00  79.509762  8.479376e-01  2.339511e+00  3.691251
1.389279e+00  79.599807  8.504186e-01  2.353221e+00  3.716628
1.390850e+00  79.689851  8.528821e-01  2.366875e+00  3.741753
1.392422e+00  79.779896  8.553281e-01  2.380470e+00  3.766628
1.393993e+00  79.869941  8.577565e-01  2.394006e+00  3.791253
1.395565e+00  79.959986  8.601672e-01  2.407482e+00  3.815630
1.397137e+00  80.050031  8.625600e-01  2.420895e+00  3.839759
1.398708e+00  80.140076  8.649349e-01  2.434244e+00  3.863641
1.400280e+00  80.230121  8.672919e-01  2.447529e+00  3.887278
1.401851e+00  80.320166  8.696307e-01  2.460747e+00  3.910670
1.403423e+00  80.410211  8.719513e-01  2.473898e+00  3.933817
1.404995e+00  80.500256  8.742536e-01  2.486979e+00  3.956722
1.406566e+00  80.590301  8.765376e-01  2.499991e+00  3.979384
1.408138e+00  80.680346  8.788031e-01  2.512930e+00  4.001804
1.409709e+00  80.770391  8.810500e-01  2.525797e+00  4.023984
1.411281e+00  80.860436  8.832783e-01  2.538589e+00  4.045924
1.412852e+00  80.950481  8.854879e-01  2.551306e+00  4.067625
1.414424e+00  81.040526  8.876786e-01  2.563945e+00  4.089088
1.415996e+00  81.130571  8.898504e-01  2.576507e+00  4.110313
1.417567e+00  81.220616  8.920032e-01  2.588989e+00  4.131301
1.419139e+00  81.310661  8.941370e-01  2.601389e+00  4.152054
1.420710e+00  81.400706  8.962516e-01  2.613708e+00  4.172571
1.422282e+00  81.490751  8.983469e-01  2.625943e+00  4.192854
1.423853e+00  81.580796  9.004228e-01  2.638094e+00  4.212903
1.425425e+00  81.670841  9.024794e-01  2.650159e+00  4.232719
1.426997e+00  81.760886  9.045165e-01  2.662136e+00  4.252302
1.428568e+00  81.850931  9.065339e-01  2.674024e+00  4.271654
1.430140e+00  81.940976  9.085317e-01  2.685823e+00  4.290774
1.431711e+00  82.031021  9.105098e-01  2.697531e+00  4.309665
1.433283e+00  82.121066  9.124680e-01  2.709147e+00  4.328326
1.434855e+00  82.211111  9.144063e-01  2.720669e+00  4.346757
1.436426e+00  82.301155  9.163247e-01  2.732096e+00  4.364960
1.437998e+00  82.391200  9.182230e-01  2.743428e+00  4.382936
1.439569e+00  82.481245  9.201011e-01  2.754662e+00  4.400684
1.441141e+00  82.571290  9.219590e-01  2.765798e+00  4.418205
1.442712e+00  82.661335  9.237967e-01  2.776835e+00  4.435501
1.444284e+00  82.751380  9.256140e-01  2.787771e+00  4.452571
1.445856e+00  82.841425  9.274108e-01  2.798605e+00  4.469416
1.447427e+00  82.931470  9.291872e-01  2.809336e+00  4.486037
1.448999e+00  83.021515  9.309430e-01  2.819963e+00  4.502434
1.450570e+00  83.111560  9.326781e-01  2.830485e+00  4.518608
1.452142e+00  83.201605  9.343925e-01  2.840900e+00  4.534559
1.453714e+00  83.291650  9.360861e-01  2.851208e+00  4.550288
1.455285e+00  83.381695  9.377588e-01  2.861407e+00  4.565796
1.456857e+00  83.471740  9.394107e-01  2.871496e+00  4.581082
1.458428e+00  83.561785  9.410415e-01  2.881475e+00  4.596148
1.460000e+00  83.651830  9.426513e-01  2.891341e+00  4.610994
1.461571e+00  83.741875  9.442399e-01  2.901095e+00  4.625620
1.463143e+00  83.831920  9.458074e-01  2.910735e+00  4.640027
1.464715e+00  83.921965  9.473536e-01  2.920260e+00  4.654215
1.466286e+00  84.012010  9.488785e-01  2.929668e+00  4.668185
1.467858e+00  84.102055  9.503820e-01  2.938960e+00  4.681937
1.469429e+00  84.192100  9.518641e-01  2.948133e+00  4.695471
1.471001e+00  84.282145  9.533247e-01  2.957188e+00  4.708789
1.472573e+00  84.372190  9.547637e-01  2.966122e+00  4.721890
1.474144e+00  84.462235  9.561811e-01  2.974935e+00  4.734775
1.475716e+00  84.552280  9.575768e-01  2.983627e+00  4.747445
1.477287e+00  84.642325  9.589508e-01  2.992195e+00  4.759899
1.478859e+00  84.732370  9.603030e-01  3.000639e+00  4.772138
1.480430e+00  84.822415  9.616334e-01  3.008959e+00  4.784163
1.482002e+00  84.912459  9.629418e-01  3.017153e+00  4.795973
1.483574e+00  85.002504  9.642283e-01  3.025220e+00  4.807570
1.485145e+00  85.092549  9.654928e-01  3.033160e+00  4.818954
1.486717e+00  85.182594  9.667353e-01  3.040972e+00  4.830124
1.488288e+00  85.272639  9.679556e-01  3.048654e+00  4.841082
1.489860e+00  85.362684  9.691538e-01  3.056206e+00  4.851827
1.491431e+00  85.452729  9.703298e-01  3.063628e+00  4.862360
1.493003e+00  85.542774  9.714835e-01  3.070917e+00  4.872681
1.494575e+00  85.632819  9.726149e-01  3.078075e+00  4.882791
1.496146e+00  85.722864  9.737240e-01  3.085098e+00  4.892690
1.497718e+00  85.812909  9.748107e-01  3.091988e+00  4.902378
1.499289e+00  85.902954  9.758750e-01  3.098743e+00  4.911856
1.500861e+00  85.992999  9.769167e-01  3.105363e+00  4.921123
1.502433e+00  86.083044  9.779360e-01  3.111846e+00  4.930181
1.504004e+00  86.173089  9.789326e-01  3.118192e+00  4.939029
1.505576e+00  86.263134  9.799067e-01  3.124401e+00  4.947667
1.507147e+00  86.353179  9.808581e-01  3.130471e+00  4.956096
1.508719e+00  86.443224  9.817869e-01  3.136402e+00  4.964317
1.510290e+00  86.533269  9.826929e-01  3.142193e+00  4.972329
1.511862e+00  86.623314  9.835761e-01  3.147844e+00  4.980132
1.513434e+00  86.713359  9.844366e-01  3.153354e+00  4.987727
1.515005e+00  86.803404  9.852742e-01  3.158722e+00  4.995115
1.516577e+00  86.893449  9.860889e-01  3.163949e+00  5.002294
1.518148e+00  86.983494  9.868808e-01  3.169032e+00  5.009266
1.519720e+00  87.073539  9.876497e-01  3.173972e+00  5.016031
1.521292e+00  87.163584  9.883956e-01  3.178768e+00  5.022589
1.522863e+00  87.253629  9.891186e-01  3.183420e+00  5.028940
1.524435e+00  87.343674  9.898185e-01  3.187927e+00  5.035084
1.526006e+00  87.433718  9.904954e-01  3.192289e+00  5.041022
1.527578e+00  87.523763  9.911492e-01  3.196504e+00  5.046753
1.529149e+00  87.613808  9.917798e-01  3.200573e+00  5.052278
1.530721e+00  87.703853  9.923874e-01  3.204496e+00  5.057597
1.532293e+00  87.793898  9.929717e-01  3.208271e+00  5.062710
1.533864e+00  87.883943  9.935329e-01  3.211898e+00  5.067618
1.535436e+00  87.973988  9.940709e-01  3.215378e+00  5.072320
1.537007e+00  88.064033  9.945857e-01  3.218709e+00  5.076816
1.538579e+00  88.154078  9.950772e-01  3.221891e+00  5.081108
1.540150e+00  88.244123  9.955454e-01  3.224923e+00  5.085194
1.541722e+00  88.334168  9.959903e-01  3.227807e+00  5.089075
1.543294e+00  88.424213  9.964120e-01  3.230540e+00  5.092751
1.544865e+00  88.514258  9.968103e-01  3.233123e+00  5.096222
1.546437e+00  88.604303  9.971852e-01  3.235556e+00  5.099489
1.548008e+00  88.694348  9.975368e-01  3.237838e+00  5.102551
1.549580e+00  88.784393  9.978650e-01  3.239969e+00  5.105409
1.551152e+00  88.874438  9.981699e-01  3.241949e+00  5.108062
1.552723e+00  88.964483  9.984513e-01  3.243777e+00  5.110510
1.554295e+00  89.054528  9.987093e-01  3.245454e+00  5.112755
1.555866e+00  89.144573  9.989439e-01  3.246979e+00  5.114795
1.557438e+00  89.234618  9.991551e-01  3.248352e+00  5.116631
1.559009e+00  89.324663  9.993428e-01  3.249573e+00  5.118262
1.560581e+00  89.414708  9.995071e-01  3.250641e+00  5.119690
1.562153e+00  89.504753  9.996479e-01  3.251557e+00  5.120914
1.563724e+00  89.594798  9.997653e-01  3.252321e+00  5.121933
1.565296e+00  89.684843  9.998591e-01  3.252931e+00  5.122749
1.566867e+00  89.774888  9.999296e-01  3.253390e+00  5.123361
1.568439e+00  89.864933  9.999765e-01  3.253695e+00  5.123769
1.570011e+00  89.954978  1.000000e+00  3.253848e+00  5.123973
1.571582e+00  90.045022  1.000000e+00  3.253848e+00  5.123973
1.573154e+00  90.135067  9.999765e-01  3.253695e+00  5.123769
1.574725e+00  90.225112  9.999296e-01  3.253390e+00  5.123361
1.576297e+00  90.315157  9.998591e-01  3.252931e+00  5.122749
1.577868e+00  90.405202  9.997653e-01  3.252321e+00  5.121933
1.579440e+00  90.495247  9.996479e-01  3.251557e+00  5.120914
1.581012e+00  90.585292  9.995071e-01  3.250641e+00  5.119690
1.582583e+00  90.675337  9.993428e-01  3.249573e+00  5.118262
1.584155e+00  90.765382  9.991551e-01  3.248352e+00  5.116631
1.585726e+00  90.855427  9.989439e-01  3.246979e+00  5.114795
1.587298e+00  90.945472  9.987093e-01  3.245454e+00  5.112755
1.588870e+00  91.035517  9.984513e-01  3.243777e+00  5.110510
1.590441e+00  91.125562  9.981699e-01  3.241949e+00  5.108062
1.592013e+00  91.215607  9.978650e-01  3.239969e+00  5.105409
1.593584e+00  91.305652  9.975368e-01  3.237838e+00  5.102551
1.595156e+00  91.395697  9.971852e-01  3.235556e+00  5.099489
1.596727e+00  91.485742  9.968103e-01  3.233123e+00  5.096222
1.598299e+00  91.575787  9.964120e-01  3.230540e+00  5.092751
1.599871e+00  91.665832  9.959903e-01  3.227807e+00  5.089075
1.601442e+00  91.755877  9.955454e-01  3.224923e+00  5.085194
1.603014e+00  91.845922  9.950772e-01  3.221891e+00  5.081108
1.604585e+00  91.935967  9.945857e-01  3.218709e+00  5.076816
1.606157e+00  92.026012  9.940709e-01  3.215378e+00  5.072320
1.607728e+00  92.116057  9.935329e-01  3.211898e+00  5.067618
1.609300e+00  92.206102  9.929717e-01  3.208271e+00  5.062710
1.610872e+00  92.296147  9.923874e-01  3.204496e+00  5.057597
1.612443e+00  92.386192  9.917798e-01  3.200573e+00  5.052278
1.614015e+00  92.476237  9.911492e-01  3.196504e+00  5.046753
1.615586e+00  92.566282  9.904954e-01  3.192289e+00  5.041022
1.617158e+00  92.656326  9.898185e-01  3.187927e+00  5.035084
1.618730e+00  92.746371  9.891186e-01  3.183420e+00  5.028940
1.620301e+00  92.836416  9.883956e-01  3.178768e+00  5.022589
1.621873e+00  92.926461  9.876497e-01  3.173972e+00  5.016031
1.623444e+00  93.016506  9.868808e-01  3.169032e+00  5.009266
1.625016e+00  93.106551  9.860889e-01  3.163949e+00  5.002294
1.626587e+00  93.196596  9.852742e-01  3.158722e+00  4.995115
1.628159e+00  93.286641  9.844366e-01  3.153354e+00  4.987727
1.629731e+00  93.376686  9.835761e-01  3.147844e+00  4.980132
1.631302e+00  93.466731  9.826929e-01  3.142193e+00  4.972329
1.632874e+00  93.556776  9.817869e-01  3.136402e+00  4.964317
1.634445e+00  93.646821  9.808581e-01  3.130471e+00  4.956096
1.636017e+00  93.736866  9.799067e-01  3.124401e+00  4.947667
1.637589e+00  93.826911  9.789326e-01  3.118192e+00  4.939029
1.639160e+00  93.916956  9.779360e-01  3.111846e+00  4.930181
1.640732e+00  94.007001  9.769167e-01  3.105363e+00  4.921123
1.642303e+00  94.097046  9.758750e-01  3.098743e+00  4.911856
1.643875e+00  94.187091  9.748107e-01  3.091988e+00  4.902378
1.645446e+00  94.277136  9.737240e-01  3.085098e+00  4.892690
1.647018e+00  94.367181  9.726149e-01  3.078075e+00  4.882791
1.648590e+00  94.457226  9.714835e-01  3.070917e+00  4.872681
1.650161e+00  94.547271  9.703298e-01  3.063628e+00  4.862360
1.651733e+00  94.637316  9.691538e-01  3.056206e+00  4.851827
1.653304e+00  94.727361  9.679556e-01  3.048654e+00  4.841082
1.654876e+00  94.817406  9.667353e-01  3.040972e+00  4.830124
1.656447e+00  94.907451  9.654928e-01  3.033160e+00  4.818954
1.658019e+00  94.997496  9.642283e-01  3.025220e+00  4.807570
1.659591e+00  95.087541  9.629418e-01  3.017153e+00  4.795973
1.661162e+00  95.177585  9.616334e-01  3.008959e+00  4.784163
1.662734e+00  95.267630  9.603030e-01  3.000639e+00  4.772138
1.664305e+00  95.357675  9.589508e-01  2.992195e+00  4.759899
1.665877e+00  95.447720  9.575768e-01  2.983627e+00  4.747445
1.667449e+00  95.537765  9.561811e-01  2.974935e+00  4.734775
1.669020e+00  95.627810  9.547637e-01  2.966122e+00  4.721890
1.670592e+00  95.717855  9.533247e-01  2.957188e+00  4.708789
1.672163e+00  95.807900  9.518641e-01  2.948133e+00  4.695471
1.673735e+00  95.897945  9.503820e-01  2.938960e+00  4.681937
1.675306e+00  95.987990  9.488785e-01  2.929668e+00  4.668185
1.676878e+00  96.078035  9.473536e-01  2.920260e+00  4.654215
1.678450e+00  96.168080  9.458074e-01  2.910735e+00  4.640027
1.680021e+00  96.258125  9.442399e-01  2.901095e+00  4.625620
1.681593e+00  96.348170  9.426513e-01  2.891341e+00  4.610994
1.683164e+00  96.438215  9.410415e-01  2.881475e+00  4.596148
1.684736e+00  96.528260  9.394107e-01  2.871496e+00  4.581082
1.686308e+00  96.618305  9.377588e-01  2.861407e+00  4.565796
1.687879e+00  96.708350  9.360861e-01  2.851208e+00  4.550288
1.689451e+00  96.798395  9.343925e-01  2.840900e+00  4.534559
1.691022e+00  96.888440  9.326781e-01  2.830485e+00  4.518608
1.692594e+00  96.978485  9.309430e-01  2.819963e+00  4.502434
1.694165e+00  97.068530  9.291872e-01  2.809336e+00  4.486037
1.695737e+00  97.158575  9.274108e-01  2.798605e+00  4.469416
1.697309e+00  97.248620  9.256140e-01  2.787771e+00  4.452571
1.698880e+00  97.338665  9.237967e-01  2.776835e+00  4.435501
1.700452e+00  97.428710  9.219590e-01  2.765798e+00  4.418205
1.702023e+00  97.518755  9.201011e-01  2.754662e+00  4.400684
1.703595e+00  97.608800  9.182230e-01  2.743428e+00  4.382936
1.705167e+00  97.698845  9.163247e-01  2.732096e+00  4.364960
1.706738e+00  97.788889  9.144063e-01  2.720669e+00  4.346757
1.708310e+00  97.878934  9.124680e-01  2.709147e+00  4.328326
1.709881e+00  97.968979  9.105098e-01  2.697531e+00  4.309665
1.711453e+00  98.059024  9.085317e-01  2.685823e+00  4.290774
1.713024e+00  98.149069  9.065339e-01  2.674024e+00  4.271654
1.714596e+00  98.239114  9.045165e-01  2.662136e+00  4.252302
1.716168e+00  98.329159  9.024794e-01  2.650159e+00  4.232719
1.717739e+00  98.419204  9.004228e-01  2.638094e+00  4.212903
1.719311e+00  98.509249  8.983469e-01  2.625943e+00  4.192854
1.720882e+00  98.599294  8.962516e-01  2.613708e+00  4.172571
1.722454e+00  98.689339  8.941370e-01  2.601389e+00  4.152054
1.724025e+00  98.779384  8.920032e-01  2.588989e+00  4.131301
1.725597e+00  98.869429  8.898504e-01  2.576507e+00  4.110313
1.727169e+00  98.959474  8.876786e-01  2.563945e+00  4.089088
1.728740e+00  99.049519  8.854879e-01  2.551306e+00  4.067625
1.730312e+00  99.139564  8.832783e-01  2.538589e+00  4.045924
1.731883e+00  99.229609  8.810500e-01  2.525797e+00  4.023984
1.733455e+00  99.319654  8.788031e-01  2.512930e+00  4.001804
1.735027e+00  99.409699  8.765376e-01  2.499991e+00  3.979384
1.736598e+00  99.499744  8.742536e-01  2.486979e+00  3.956722
1.738170e+00  99.589789  8.719513e-01  2.473898e+00  3.933817
1.739741e+00  99.679834  8.696307e-01  2.460747e+00  3.910670
1.741313e+00  99.769879  8.672919e-01  2.447529e+00  3.887278
1.742884e+00  99.859924  8.649349e-01  2.434244e+00  3.863641
1.744456e+00  99.949969  8.625600e-01  2.420895e+00  3.839759
1.746028e+00  100.040014  8.601672e-01  2.407482e+00  3.815630
1.747599e+00  100.130059  8.577565e-01  2.394006e+00  3.791253
1.749171e+00  100.220104  8.553281e-01  2.380470e+00  3.766628
1.750742e+00  100.310149  8.528821e-01  2.366875e+00  3.741753
1.752314e+00  100.400193  8.504186e-01  2.353221e+00  3.716628
1.753886e+00  100.490238  8.479376e-01  2.339511e+00  3.691251
1.755457e+00  100.580283  8.454393e-01  2.325745e+00  3.665621
1.757029e+00  100.670328  8.429238e-01  2.311926e+00  3.639738
1.758600e+00  100.760373  8.403911e-01  2.298053e+00  3.613601
1.760172e+00  100.850418  8.378413e-01  2.284130e+00  3.587208
1.761743e+00  100.940463  8.352747e-01  2.270157e+00  3.560559
1.763315e+00  101.030508  8.326912e-01  2.256135e+00  3.533652
1.764887e+00  101.120553  8.300909e-01  2.242067e+00  3.506486
1.766458e+00  101.210598  8.274740e-01  2.227953e+00  3.479060
1.768030e+00  101.300643  8.248406e-01  2.213795e+00  3.451373
1.769601e+00  101.390688  8.221908e-01  2.199594e+00  3.423424
1.771173e+00  101.480733  8.195246e-01  2.185351e+00  3.395212
1.772745e+00  101.570778  8.168422e-01  2.171069e+00  3.366736
1.774316e+00  101.660823  8.141436e-01  2.156748e+00  3.337993
1.775888e+00  101.750868  8.114291e-01  2.142389e+00  3.308984
1.777459e+00  101.840913  8.086987e-01  2.127995e+00  3.279707
1.779031e+00  101.930958  8.059524e-01  2.113567e+00  3.250161
1.780602e+00  102.021003  8.031905e-01  2.099106e+00  3.220343
1.782174e+00  102.111048  8.004129e-01  2.084613e+00  3.190254
1.783746e+00  102.201093  7.976199e-01  2.070090e+00  3.159892
1.785317e+00  102.291138  7.948115e-01  2.055538e+00  3.129255
1.786889e+00  102.381183  7.919878e-01  2.040959e+00  3.098343
1.788460e+00  102.471228  7.891490e-01  2.026354e+00  3.067153
1.790032e+00  102.561273  7.862951e-01  2.011724e+00  3.035684
1.791603e+00  102.651318  7.834263e-01  1.997071e+00  3.003936
1.793175e+00  102.741363  7.805427e-01  1.982397e+00  2.971906
1.794747e+00  102.831408  7.776443e-01  1.967702e+00  2.939593
1.796318e+00  102.921453  7.747314e-01  1.952988e+00  2.906996
1.797890e+00  103.011497  7.718039e-01  1.938256e+00  2.874112
1.799461e+00  103.101542  7.688621e-01  1.923509e+00  2.840942
1.801033e+00  103.191587  7.659060e-01  1.908746e+00  2.807482
1.802605e+00  103.281632  7.629357e-01  1.893970e+00  2.773732
1.804176e+00  103.371677  7.599514e-01  1.879182e+00  2.739689
1.805748e+00  103.461722  7.569532e-01  1.864384e+00  2.705353
1.807319e+00  103.551767  7.539411e-01  1.849576e+00  2.670721
1.808891e+00  103.641812  7.509154e-01  1.834760e+00  2.635792
1.810462e+00  103.731857  7.478760e-01  1.819938e+00  2.600565
1.812034e+00  103.821902  7.448232e-01  1.805110e+00  2.565037
1.813606e+00  103.911947  7.417570e-01  1.790279e+00  2.529206
1.815177e+00  104.001992  7.386776e-01  1.775445e+00  2.493072
1.816749e+00  104.092037  7.355851e-01  1.760610e+00  2.456631
1.818320e+00  104.182082  7.324796e-01  1.745775e+00  2.419883
1.819892e+00  104.272127  7.293611e-01  1.730942e+00  2.382825
1.821464e+00  104.362172  7.262299e-01  1.716112e+00  2.345456
1.823035e+00  104.452217  7.230861e-01  1.701286e+00  2.307773
1.824607e+00  104.542262  7.199297e-01  1.686465e+00  2.269774
1.826178e+00  104.632307  7.167609e-01  1.671652e+00  2.231459
1.827750e+00  104.722352  7.135798e-01  1.656847e+00  2.192823
1.829321e+00  104.812397  7.103865e-01  1.642051e+00  2.153866
1.830893e+00  104.902442  7.071811e-01  1.627266e+00  2.114586
1.832465e+00  104.992487  7.039638e-01  1.612493e+00  2.074980
1.834036e+00  105.082532  7.007347e-01  1.597734e+00  2.035045
1.835608e+00  105.172577  6.974939e-01  1.582990e+00  1.994781
1.837179e+00  105.262622  6.942415e-01  1.568261e+00  1.954184
1.838751e+00  105.352667  6.909777e-01  1.553550e+00  1.913253
1.840322e+00  105.442712  6.877025e-01  1.538858e+00  1.871984
1.841894e+00  105.532756  6.844161e-01  1.524185e+00  1.830376
1.843466e+00  105.622801  6.811185e-01  1.509533e+00  1.788427
1.845037e+00  105.712846  6.778101e-01  1.494904e+00  1.746133
1.846609e+00  105.802891  6.744907e-01  1.480298e+00  1.703492
1.848180e+00  105.892936  6.711606e-01  1.465717e+00  1.660502
1.849752e+00  105.982981  6.678200e-01  1.451163e+00  1.617161
1.851324e+00  106.073026  6.644688e-01  1.436635e+00  1.573464
1.852895e+00  106.163071  6.611073e-01  1.422136e+00  1.529411
1.854467e+00  106.253116  6.577355e-01  1.407667e+00  1.484998
1.856038e+00  106.343161  6.543536e-01  1.393228e+00  1.440223
1.857610e+00  106.433206  6.509617e-01  1.378822e+00  1.395082
1.859181e+00  106.523251  6.475600e-01  1.364449e+00  1.349573
1.860753e+00  106.613296  6.441485e-01  1.350110e+00  1.303692
1.862325e+00  106.703341  6.407274e-01  1.335807e+00  1.257438
1.863896e+00  106.793386  6.372967e-01  1.321541e+00  1.210807
1.865468e+00  106.883431  6.338568e-01  1.307313e+00  1.163795
1.867039e+00  106.973476  6.304075e-01  1.293124e+00  1.116400
1.868611e+00  107.063521  6.269491e-01  1.278974e+00  1.068619
1.870183e+00  107.153566  6.234818e-01  1.264867e+00  1.020448
1.871754e+00  107.243611  6.200055e-01  1.250801e+00  0.971884
1.873326e+00  107.333656  6.165205e-01  1.236780e+00  0.922923
1.874897e+00  107.423701  6.130269e-01  1.222803e+00  0.873563
1.876469e+00  107.513746  6.095248e-01  1.208871e+00  0.823800
1.878040e+00  107.603791  6.060143e-01  1.194986e+00  0.773630
1.879612e+00  107.693836  6.024955e-01  1.181150e+00  0.723049
1.881184e+00  107.783881  5.989686e-01  1.167362e+00  0.672054
1.882755e+00  107.873926  5.954338e-01  1.153624e+00  0.620642
1.884327e+00  107.963971  5.918910e-01  1.139937e+00  0.568807
1.885898e+00  108.054016  5.883405e-01  1.126302e+00  0.516548
1.887470e+00  108.144060  5.847824e-01  1.112720e+00  0.463858
1.889042e+00  108.234105  5.812168e-01  1.099192e+00  0.410735
